,id,date,likes,content,username,media,inferred company,captions
299941,299942,2019-04-09 13:07:48,4721,"Red v Blue and White. The Biggest Stage. <mention> v <mention>.

Get ready. It's almost time. 

#NBFootball <hyperlink>",NBFootball,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1115602071560941569/pu/img/O9rbOibNg2Eyvpet.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1115602071560941569/pu/pl/8MaSredHfMER11_J.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115602071560941569/pu/vid/320x400/ByHCaCVLRfmiaC9j.mp4?tag=8', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115602071560941569/pu/vid/360x450/w8APUoYM7_g11bnr.mp4?tag=8', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1115602071560941569/pu/vid/720x900/xxuBtkqMoz1ybtih.mp4?tag=8', bitrate=2176000)], duration=8.24, views=112053)]",new balance,There is nothing here
299942,299943,2020-08-12 10:25:34,0,Barcelona Confirm Player Tests Positive To COVID-19 Ahead Of Bayern Clash <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EfNpx6FVoAMsDbq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfNpx6FVoAMsDbq?format=jpg&name=large')]",independent,"Image describes The image captures a group of soccer players on a field, with some of them celebrating and others looking downward. The players are wearing red and blue uniforms, which are the primary colors in the scene. In addition to the players, there are several people in the background, some of whom are also wearing red and blue uniforms.

A few of the players are holding cell phones, likely capturing the moment or communicating with others. There are also a couple of handbags visible in the scene, one near the center and another towards the right side. The atmosphere appears to be lively and energetic, as the players celebrate their achievements on the field."
299943,299944,2020-08-13 03:50:01,139,"You showed me life
A new horizon
A silver lining
A brand new day
And I’m like oh I can’t find the words to say

Indescribable — available everywhere this Friday <hyperlink>",youngandfree,"[Photo(previewUrl='https://pbs.twimg.com/media/EfRY1VnX0AEZ7Np?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EfRY1VnX0AEZ7Np?format=jpg&name=large')]",free,"Image describes The image features a pink background with a white circle in the center. The circle is filled with a sunset scene, which includes a beach and ocean. The sunset is depicted with a sun in the middle, surrounded by a sky with clouds. The overall color scheme of the image is predominantly pink and white, creating a visually appealing and calming atmosphere."
299944,299945,2020-09-29 05:53:30,86,Remember to cough or sneeze into your arm or tissue. Bin the tissue and wash your hands afterwards. #MetroBackOnTrack <hyperlink>,OfficialDMRC,"[Photo(previewUrl='https://pbs.twimg.com/media/EjD3z-NU4AE16jt?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EjD3z-NU4AE16jt?format=jpg&name=large')]",metro,"Image describes The image is a white and blue illustration featuring a woman wearing a face mask. The woman is standing next to a box of tissues, which is placed on the right side of the image. The illustration also includes a hand holding a tissue, indicating that the woman is using the tissue to cover her mouth. The overall color scheme of the image is predominantly white and blue, with the woman's face mask being the only colored element in the scene."
299945,299946,2018-10-22 11:37:39,198,'Headless chicken sea monster' filmed for first time near Antarctica <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DqHA1FCWwAARnMJ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1054334904316633091/vid/240x240/0x5m4XUok_iinzQB.mp4?tag=8', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1054334904316633091/vid/720x720/17niEU-gfsQ1fdQj.mp4?tag=8', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1054334904316633091/vid/480x480/L3TXY03yB5hzF_xf.mp4?tag=8', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1054334904316633091/pl/6C-90oSKKwH8C8Xb.m3u8?tag=8', bitrate=None)], duration=33.84, views=45922)]",independent,There is nothing here
299946,299947,2019-07-14 01:16:58,4,Came all the way from Philadelphia to see <mention> on Broadway tonight thanks to the #blackout show was canceled <hyperlink>,SmallBizLady,"[Photo(previewUrl='https://pbs.twimg.com/media/D_ZgOExXsAENqLV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D_ZgOExXsAENqLV?format=jpg&name=large')]",emerson,"Image describes The image features a man with a microphone, standing on a stage. He is wearing a white shirt and appears to be a comedian or a performer. The background of the image is predominantly yellow, which adds a vibrant and lively atmosphere to the scene. The man is holding the microphone to his mouth, possibly preparing to speak or sing."
299947,299948,2020-02-18 22:22:09,510,"Sen. Chris Van Hollen on President Trump's pardons: ""This is President Trump totally unleashed after he got out of the impeachment trial, and what we are seeing is President Trump — despite what he said during the campaign — is now the ultimate swamp monster"" <hyperlink>",CNNPolitics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/ERF16lXXkAAULTJ.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1229893826107629568/pl/JAPpN1qruRYHfd00.m3u8?tag=13&v=d67', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1229893826107629568/vid/480x270/qtWUkQp-af5YVnSk.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1229893826107629568/vid/640x360/RdnJTBl1zcMHTAYJ.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1229893826107629568/vid/960x540/VboAAGZ7vAWCDXBI.mp4?tag=13', bitrate=2176000)], duration=118.952, views=13641)]",cnn,There is nothing here
299948,299949,2018-02-13 02:00:06,1772,#TWD returns Feb 25! Celebrate with Seasons 1 – 7 discounted now on <mention> and get #TWDNoMansLand <hyperlink> <hyperlink>,WalkingDead_AMC,"[Photo(previewUrl='https://pbs.twimg.com/media/DVovkWrU8AE0ckL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DVovkWrU8AE0ckL?format=jpg&name=large')]",amc,"Image describes The image is a black and white photograph of a woman holding a sword. She is standing in a room with a white background, and the sword is positioned in front of her. The woman appears to be focused and ready to use the sword, possibly for self-defense or a martial arts practice. The black and white color scheme adds a sense of intensity and drama to the scene."
299949,299950,2019-09-26 03:34:40,5,Golden Knights down 3-0 after two to the JV Avalanche and Shea Theodore left the bench early with a trainer <hyperlink>,J15Emerson,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EFXFY2wVAAAMpx7.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EFXFY2wVAAAMpx7.mp4', bitrate=0)])]",emerson,"GIF describes The image features two men standing in a hallway, engaged in a conversation. One man is wearing a suit and tie, while the other man is wearing a jacket. The man in the suit and tie is bald, and the other man is wearing a tie as well. The scene appears to be a professional or formal setting, with both men dressed appropriately for the occasion."
299950,299951,2018-09-13 21:44:01,0,"Simple, inexpensive devices can improve driving safety for older drivers and lessen the impact of some muscle and joint conditions. Learn more: <hyperlink> #SeniorDriving <hyperlink>",AAASouthJersey,"[Photo(previewUrl='https://pbs.twimg.com/media/DnAVw0WW0AA6yyx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DnAVw0WW0AA6yyx?format=jpg&name=large')]",aaa,"Image describes The image features a car with a steering wheel, and an older person is sitting in the driver's seat. The car is parked, and the person's hand is on the steering wheel, possibly indicating that they are driving or preparing to drive. The car's interior is visible, and the steering wheel is located in the center of the image. The person's hand is positioned towards the right side of the image, with the steering wheel occupying a significant portion of the frame."
299951,299952,2020-04-16 15:00:00,59,"Positive self-talk, regular exercise, establishing a routine, and maintaining close contact with others even when physically separated, are healthy habits we can adopt to take care of our mental health right now. Artwork by <mention>. <hyperlink> #mentalhealthmatters <hyperlink>",HP,"[Photo(previewUrl='https://pbs.twimg.com/media/EVu1sVaWsAAo0lV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVu1sVaWsAAo0lV?format=jpg&name=large')]",hp,"Image describes The image is a cartoon drawing of a person sitting in a room. The person is sitting on the floor, and there is a bookshelf behind them. The bookshelf is filled with books of various sizes, creating a cozy and intellectual atmosphere. The person is also holding a book, which suggests that they are either reading or have been reading. The room has a yellow color scheme, adding warmth and a sense of comfort to the scene."
299952,299953,2019-11-20 21:13:10,228,"Rookie Ugo Amadi on basically waiting all season for this chance to be regular  nickel DB for #Seahawks: “Patience is a virtue.” 

Sunday at Philadelphia, that virtue will pay off. <mention> <hyperlink>",gbellseattle,"[Photo(previewUrl='https://pbs.twimg.com/media/EJ2HGaMX0AAFMg1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EJ2HGaMX0AAFMg1?format=jpg&name=large')]",bell,"Image describes The image features a man wearing a blue and green hooded sweatshirt, standing in front of a microphone. He appears to be a football player, as he is wearing a Seahawks jersey. The man is smiling and seems to be engaged in a conversation or interview. The background of the image includes a wall with various logos, possibly related to the sports team or event. The man's outfit and surroundings suggest that he is participating in a sports-related event or promoting a team or organization."
299953,299954,2018-05-31 11:41:10,44,"Nearly 15 years after leaving public office, former PM Jean Chretien joins The Current to talk about about the highs and lows of his political career, and what he sees as Canada's main challenges ahead.

<hyperlink> <hyperlink>",TheCurrentCBC,"[Photo(previewUrl='https://pbs.twimg.com/media/Dehc02rW4AAYBVQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dehc02rW4AAYBVQ?format=jpg&name=large')]",cbc,"Image describes The image features an older man wearing a suit and tie, standing in front of a podium. He is giving a speech or making a presentation, as he is holding a microphone to his mouth. The man appears to be passionate about his subject matter, as he has his arms raised in the air.

The man's suit is black, and he is wearing a tie that matches the color of the suit. The tie is visible around his neck, adding a formal touch to his appearance. The podium he is standing in front of is white, and the microphone he is holding is black."
299954,299955,2018-05-13 14:12:22,329,"When you appreciate mother's day, but you've broken free from the toxicity of your family's generations-old drama. <hyperlink>",CharlesPulliam,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DdFS0WlXcAAbXXl.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/DdFS0WlXcAAbXXl.mp4', bitrate=0)])]",pm,"GIF describes The image features a close-up of a person's face, with a pink background. The person's face is partially obscured by the pink background, which creates a sense of depth and focuses the viewer's attention on the person's features. The pink background is likely to be a gradient, as it fades from a darker shade of pink towards the edges of the image. The person's face is the main subject of the image, and the pink background adds a touch of color and visual interest to the scene."
299955,299956,2020-01-17 19:46:21,23,"What a FINISH!

#7DAYSMagicMoment <hyperlink>",EuroLeague,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EOgfamBU4AAa5zY.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1218258242783997952/vid/480x270/_RaCpcwCFit9Lh9m.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1218258242783997952/vid/1280x720/SSbDvgu-mxbnw6ZH.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1218258242783997952/vid/640x360/p0ayZltSBA7L-e9W.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1218258242783997952/pl/9dAl9KinstdxyZ9r.m3u8?tag=13', bitrate=None)], duration=22.583, views=3766)]",turkish airlines,There is nothing here
299956,299957,2019-01-28 12:47:13,231,"“Millennials are 34% of our population. They are the alpha users of technology and mobiles. Be it content consumption, social media or gaming. The new #GalaxyMSeries is especially made for the young generation of India, for our millennials.” Arjun Bhatia, DGM Samsung India. <hyperlink>",SamsungIndia,"[Photo(previewUrl='https://pbs.twimg.com/media/Dx_8sq5VYAIe0mc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dx_8sq5VYAIe0mc?format=jpg&name=large')]",samsung,"Image describes The image features a man standing on a stage, wearing a brown jacket. He is positioned in front of a large sign that says ""Mseries."" The man appears to be the main focus of the scene, and he is likely the speaker or presenter at the event. The stage is set up for a presentation or lecture, and the man's attire and the sign suggest that the topic being discussed is related to the ""Mseries."""
299957,299958,2019-01-22 01:02:05,1332,"#10YearChallenge? Here’s 20. See how our 737 factory in Renton, Wash., home of the fastest selling jet, has changed since 1999. <hyperlink>",BoeingAirplanes,"[Photo(previewUrl='https://pbs.twimg.com/media/DxehxdgWoAIvTMW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DxehxdgWoAIvTMW?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/DxehxqMWwAI3ngs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DxehxqMWwAI3ngs?format=jpg&name=large')]",boeing,"Image describes The image is a black and white photograph of an airplane factory. The factory is filled with numerous airplanes in various stages of construction, with some planes being assembled and others being prepared for flight. The factory floor is bustling with activity, as numerous workers are present, working diligently on the planes.

The airplanes are of different sizes and are scattered throughout the factory, with some positioned closer to the foreground and others further in the background. The workers can be seen in various locations within the factory, some closer to the planes and others further away, all contributing to the busy atmosphere of the factory."
299958,299959,2019-02-01 15:24:27,16,"Sparks are set to fly when speedsters Rabz Maxwane and Yaw Penxe turn up the heat in Saturday’s <mention> derby in Bloem.

🗓 2 Feb
🕐 16:00
📌 Toyota Stadium

#GuinnessPRO14
#CHEvKIN <hyperlink>",CheetahsRugby,"[Photo(previewUrl='https://pbs.twimg.com/media/DyVHClwXcAAauD2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DyVHClwXcAAauD2?format=jpg&name=large')]",toyota,"Image describes The image features two men standing next to each other, both wearing sports jerseys. They appear to be rugby players, as they are dressed in red and yellow uniforms. The man on the left is wearing a yellow and red jersey, while the man on the right is wearing a red and black jersey. The two men are facing each other, possibly preparing for a match or a friendly competition."
299959,299960,2018-10-10 16:01:50,170,"Ahead of tomorrow's Illegal Wildlife Trade Conference (IWT) in London, Chief Inspector Louise Hubble OBE, Head of <mention>, highlights IWTs importance in implementing strategies to tackle the fight against wildlife crime! #EndWildlifeCrime #DragonsAreComing 🐘🦏🦍🦒🐅🦁 <hyperlink>",BornFreeFDN,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1050046253076230144/pu/img/hLv30hGj5by-rD9-.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1050046253076230144/pu/vid/640x360/7Vmr5YiXesP1166Y.mp4?tag=5', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1050046253076230144/pu/vid/320x180/bWpwWjMRwbeWIHG-.mp4?tag=5', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1050046253076230144/pu/pl/8TgAq5561L7MV7ux.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1050046253076230144/pu/vid/1280x720/Hvtx-vhE1fD1AYsa.mp4?tag=5', bitrate=2176000)], duration=65.56, views=6893)]",free,There is nothing here
299960,299961,2019-03-07 19:24:28,192,Congratulations to our own <mention> on being named <mention>'s 'Woman of the Year' at their annual Leadership Awards. <hyperlink> #WomenInTech <hyperlink>,CiscoCanada,"[Photo(previewUrl='https://pbs.twimg.com/media/D1FEC6YX4AAxs5e?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D1FEC6YX4AAxs5e?format=jpg&name=large')]",cisco,"Image describes The image features a woman standing in front of a microphone, wearing a black and white shirt. She appears to be speaking into the microphone, possibly giving a speech or presentation. The woman is positioned in the center of the image, with her face and upper body visible.

In the background, there are two flags, one on the left side and the other on the right side of the image. The flags are red and white, and they seem to be hanging or displayed in the background. The woman's presence and the microphone suggest that she is the main focus of the scene, while the flags provide context and a sense of location."
299961,299962,2019-01-19 20:00:14,76,There should be no barriers to gaining an education. <mention> provides global tech training so everyone can learn—no matter where they live or who they are. #GenderEquality #BeTheBridge <hyperlink>,Cisco,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1086714919750418432/img/kB8Ba3qENGXS55iT.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1086714919750418432/vid/320x180/DFmJLrNmOi1pQowZ.mp4?tag=9', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1086714919750418432/vid/640x360/SQQzAyu1dewCxK6w.mp4?tag=9', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1086714919750418432/pl/ZIXbkACfyuvMjnxx.m3u8?tag=9', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1086714919750418432/vid/1280x720/DgQTtUx4H6nqxCf6.mp4?tag=9', bitrate=2176000)], duration=11.958, views=3626)]",cisco,There is nothing here
299962,299963,2019-11-08 14:09:01,0,During deer season—October-December—there's a dramatic increase in deer-vehicle collisions. A long blast on your horn may frighten large animals away from your vehicle.  #AAAInsurance <hyperlink>,AAASouthJersey,"[Photo(previewUrl='https://pbs.twimg.com/media/EI2y8f6XsAA4idG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EI2y8f6XsAA4idG?format=jpg&name=large')]",aaa,"Image describes The image features a snow-covered road with two deer running across it. The deer are positioned close to each other, with one deer slightly ahead of the other. The road appears to be a highway, and the deer are running in the middle of the road. The scene is captured in black and white, which adds a timeless and artistic quality to the image."
299963,299964,2019-12-12 00:02:02,14,"We recently sat down with directors Benny and Josh Safdie to hear more about their new film <mention> 💎. Find out what they told us!

Full Story: <hyperlink> <hyperlink>",AMCArtisanFilms,"[Photo(previewUrl='https://pbs.twimg.com/media/ELi3JChVAAAwDPf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ELi3JChVAAAwDPf?format=jpg&name=large')]",amc,"Image describes The image features a man wearing a leather jacket and glasses, holding up a gold necklace. He is surrounded by a variety of gold jewelry, including several gold chains and a gold watch. The man appears to be showcasing the necklace, possibly in a store or at a jewelry event. The scene is predominantly in shades of gold, with the man's leather jacket and the gold jewelry pieces standing out as the main colors."
299964,299965,2020-03-12 00:12:05,0,UK Wealth Manager Agrees £25m Acquisition <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/ES3iHdsU0AEozqk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ES3iHdsU0AEozqk?format=jpg&name=large')]",independent,"Image describes The image features a large pile of American 100 dollar bills, with a total of 13 bills visible. The bills are stacked on top of each other, creating a visually striking display of wealth. The color of the bills is predominantly green, which is the standard color for American currency. The bills are arranged in a way that showcases their value and prominence, making the image an impressive representation of financial success."
299965,299966,2018-06-15 22:10:42,48,Jean jacket Friday at The Current. Let’s get this weekend started. <hyperlink>,TheCurrentCBC,"[Photo(previewUrl='https://pbs.twimg.com/media/Dfw8xjHUYAAinbs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dfw8xjHUYAAinbs?format=jpg&name=large')]",cbc,"Image describes The image features a group of four women standing next to each other, all wearing blue jean jackets. They are smiling and posing for a picture. The women are positioned in a row, with one woman slightly in front of the others.

The room they are in has a few chairs, one located on the left side of the image and another on the right side. A handbag can be seen placed on the floor near the right side of the image. The women's outfits and the overall atmosphere of the scene suggest a casual, friendly gathering."
299966,299967,2020-09-20 15:01:02,12,Bring the party home. #TrollsWorldTour is on sale for 35% off at #AMCTheatresOnDemand! Watch now: <hyperlink> <hyperlink>,AMCTheatres,"[Photo(previewUrl='https://pbs.twimg.com/media/EiXe1MeVgAAD_wm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EiXe1MeVgAAD_wm?format=jpg&name=large')]",amc,"Image describes The image features a vibrant and colorful scene with three main characters from the Trolls movie. The characters are standing on a platform, and they are all wearing colorful outfits. The first character is a pink troll, the second is a blue troll, and the third is a green troll. The background of the image is a mix of purple and blue colors, creating a visually appealing and lively atmosphere. The characters are positioned in such a way that they are all facing the camera, showcasing their unique and eye-catching appearances."
299967,299968,2018-08-02 22:30:15,72,Ireland make history at Women's Hockey World Cup after dramatic penalty shoot-out win secures first ever semi-final <hyperlink> <hyperlink>,IndoSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DjoNkk3WwAAEU8N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DjoNkk3WwAAEU8N?format=jpg&name=large')]",independent,"Image describes The image depicts a group of women celebrating on a blue field. They are wearing green and white uniforms, and they are hugging each other in a joyful manner. There are at least eleven women visible in the scene, with some of them standing closer to the foreground and others further in the background. The field appears to be a sports field, possibly a soccer or hockey field, given the presence of multiple players. The women are spread out across the field, with some standing closer to the edges and others more towards the center."
299968,299969,2018-11-07 15:14:56,166,"""We can help #cities help manage their tourism efforts. It’s about how we partner with the public and private sector to enable residents and visitors to move around the city more efficiently."" Mike Froman <mention> #NewEconForum <hyperlink>",MastercardNews,"[Photo(previewUrl='https://pbs.twimg.com/media/DraMJneUUAEMLO3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DraMJneUUAEMLO3?format=jpg&name=large')]",mastercard,"Image describes The image features two men sitting on chairs, engaged in a conversation. They are both wearing suits, with one man wearing a blue suit and the other wearing a black suit. Both men are wearing ties, which are visible as they sit.

The chairs they are sitting on are white, and there are two cups placed on a surface nearby. The cups are positioned close to each other, suggesting that they might be enjoying a drink during their discussion."
299969,299970,2019-04-10 11:34:00,95,"We all have the same inalienable human rights. You, me, everyone – no exceptions.

#StandUp4HumanRights #LGBTI <hyperlink>",free_equal,"[Photo(previewUrl='https://pbs.twimg.com/media/D3tu62eUwAEB64v?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D3tu62eUwAEB64v?format=jpg&name=large')]",free,"Image describes The image features a diverse group of people standing on a platform or a hill, with some of them holding their hands up. The people are of different heights and positions, creating a sense of unity and togetherness. The background is a pink sky, which adds a vibrant and lively atmosphere to the scene. The people are wearing various outfits, showcasing their individuality and the inclusive nature of the gathering."
299970,299971,2020-06-27 12:31:53,278,"Here’s how we’ll start things off today in the BayArena! 

#B04M05 <hyperlink>",bayer04_en,"[Photo(previewUrl='https://pbs.twimg.com/media/EbhNjVjWsAITz67?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EbhNjVjWsAITz67?format=jpg&name=large')]",bayer,"Image describes The image is a close-up of a red background with a list of names written on it. The names are displayed in white text, making them stand out against the red background. The list appears to be a roster of players, possibly for a soccer team."
299971,299972,2018-09-09 05:30:05,839,"Students at Luck High School in Wisconsin got a huge surprise when, on the first day of classes, an area businessman offered to pay for every graduating senior to attend a two-year technical college <hyperlink> <hyperlink>",CNN,"[Photo(previewUrl='https://pbs.twimg.com/media/DmoQfMbX4AA7SW0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DmoQfMbX4AA7SW0?format=jpg&name=large')]",cnn,"Image describes The image depicts a large group of people gathered in a gymnasium. The crowd is seated on various chairs and benches, with some people standing as well. The chairs are spread throughout the scene, with some closer to the foreground and others further back. The benches are also placed in different areas of the gymnasium, providing ample seating for the attendees.

The crowd appears to be engaged in an event or activity, as they are all focused on a specific point in the gym. The people are wearing different clothing, with some individuals wearing ties, indicating a more formal or semi-formal gathering. The overall atmosphere of the scene suggests a sense of community and shared interest among the attendees."
299972,299973,2020-03-15 09:00:05,84,Who would you take night diving with you? 📷 Instagram user 'maxwellhohn' 💦 diver: 'r.keat' <hyperlink>,PADI,"[Photo(previewUrl='https://pbs.twimg.com/media/ETI3vIgWAAAhAEI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ETI3vIgWAAAhAEI?format=jpg&name=large')]",padi,"Image describes The image features a person wearing a black wetsuit and a black shirt, diving underwater in a dark environment. The person is holding a light, which illuminates the area around them. The light casts a blue glow, creating a visually striking scene. The person appears to be looking up, possibly observing something above them or simply enjoying the view. The overall color palette of the image is predominantly dark, with the blue light providing the main source of illumination."
299973,299974,2018-12-17 13:56:06,60,Ireland boss Mick McCarthy to seek talks with potential Ireland recruit Patrick Bamford <hyperlink> <hyperlink>,IndoSport,"[Photo(previewUrl='https://pbs.twimg.com/media/Dun5sweXQAMlRVc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dun5sweXQAMlRVc?format=jpg&name=large')]",independent,"Image describes The image features a man wearing a white shirt with a blue number on it. He is standing on a field, possibly a soccer field, and appears to be looking at something in the distance. The man's shirt has a logo on it, which could be a sports team or organization. The field is surrounded by a crowd of people, some of whom are also wearing white shirts. The scene suggests that the man might be a soccer player or a participant in a sports event."
299974,299975,2020-09-03 13:21:04,1272,GAME ON. RS-Dreamer Super Mario 64 drops tomorrow 10AM EST. <hyperlink>,PUMAHoops,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1301510482591973383/pu/img/YbNiSD5x8j-UeGY_.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1301510482591973383/pu/pl/VzF6-NGGrdoBr6eN.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1301510482591973383/pu/vid/640x360/8AQhAtyLoXxoWaDU.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1301510482591973383/pu/vid/480x270/RMHNbkFcEuaW9AWt.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1301510482591973383/pu/vid/1280x720/bDmXvxaYohgEsfKs.mp4?tag=10', bitrate=2176000)], duration=15.015, views=52743)]",puma,There is nothing here
299975,299976,2020-01-10 15:37:36,0,How Pompeo Convinced Trump To Kill General Soleimani <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EN7jYeIU0AErvEB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EN7jYeIU0AErvEB?format=jpg&name=large')]",independent,"Image describes The image features a man wearing a suit and tie, with a green tie that stands out. He appears to be a politician or a government official, as he is looking into the camera with a stern expression. The man is wearing a suit jacket, and his tie is prominently visible. The background of the image is blurry, focusing on the man and his attire."
299976,299977,2019-12-07 16:28:04,0,Chelsea Didn’t Match Everton’s Physicality – Lampard <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/ELMo4HsVUAAbr0A?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ELMo4HsVUAAbr0A?format=jpg&name=large')]",independent,"Image describes The image features a man with short black hair, wearing a black jacket and a white shirt. He is standing in a room with a black background, possibly a stadium or an indoor sports facility. The man appears to be focused on something, possibly watching a sports event or a game."
299977,299978,2019-08-30 11:21:59,2070,Getting a bird's-eye view of these beauties 👌 Looking down on <mention> and <mention>'s latest lids 🇧🇪 #BelgianGP <hyperlink>,redbullracing,"[Photo(previewUrl='https://pbs.twimg.com/media/EDNtanBXsAAitiT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDNtanBXsAAitiT?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EDNtanCW4AAtROX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDNtanCW4AAtROX?format=jpg&name=large')]",red bull,"Image describes The image features a close-up view of a helmet, likely used by a race car driver. The helmet is predominantly yellow, with orange and blue accents. The yellow color is the most prominent, covering a significant portion of the helmet. The orange and blue colors can be seen in smaller areas, adding contrast and visual interest to the helmet design."
